id,location_code,name,description,location_type,parent_location_id,building,floor,room,address,city,state,zip_code,country,gps_coordinates,contact_person,contact_phone,contact_email,operating_hours,timezone,created_date
98,TF-FAC-002-SHI04,Shipping,Shipping at TechFlow Assembly & Testing Center,Building,58,Shipping,,,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
99,TF-FAC-002-SHI04-FLO01,Shipping - Floor 1,Floor 1 of Shipping,Floor,98,Shipping,Floor 1,,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
100,TF-FAC-002-SHI04-FLO01-ROO01,Shipping - Floor 1 - Room 101,Room 101 in Floor 1 of Shipping,Room,99,Shipping,Floor 1,Room 101,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
101,TF-FAC-002-SHI04-FLO01-ROO02,Shipping - Floor 1 - Room 102,Room 102 in Floor 1 of Shipping,Room,99,Shipping,Floor 1,Room 102,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
102,TF-FAC-002-SHI04-FLO01-ROO03,Shipping - Floor 1 - Room 103,Room 103 in Floor 1 of Shipping,Room,99,Shipping,Floor 1,Room 103,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
103,TF-FAC-002-SHI04-FLO01-CON04,Shipping - Floor 1 - Conference Room,Conference Room in Floor 1 of Shipping,Room,99,Shipping,Floor 1,Conference Room,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
104,TF-FAC-002-SHI04-FLO01-BRE05,Shipping - Floor 1 - Break Room,Break Room in Floor 1 of Shipping,Room,99,Shipping,Floor 1,Break Room,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
105,TF-FAC-002-SHI04-FLO02,Shipping - Floor 2,Floor 2 of Shipping,Floor,98,Shipping,Floor 2,,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
106,TF-FAC-002-SHI04-FLO02-ROO01,Shipping - Floor 2 - Room 101,Room 101 in Floor 2 of Shipping,Room,105,Shipping,Floor 2,Room 101,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
107,TF-FAC-002-SHI04-FLO02-ROO02,Shipping - Floor 2 - Room 102,Room 102 in Floor 2 of Shipping,Room,105,Shipping,Floor 2,Room 102,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
108,TF-FAC-002-SHI04-FLO02-ROO03,Shipping - Floor 2 - Room 103,Room 103 in Floor 2 of Shipping,Room,105,Shipping,Floor 2,Room 103,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
109,TF-FAC-002-SHI04-FLO02-CON04,Shipping - Floor 2 - Conference Room,Conference Room in Floor 2 of Shipping,Room,105,Shipping,Floor 2,Conference Room,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
110,TF-FAC-002-SHI04-FLO02-BRE05,Shipping - Floor 2 - Break Room,Break Room in Floor 2 of Shipping,Room,105,Shipping,Floor 2,Break Room,"2100 Technology Dr, Austin, TX 78758",Austin,TX,78758,USA,,,,,,America/Chicago,2025-09-28 18:38:15
111,TF-FAC-003,TechFlow Warehouse & Distribution,TechFlow Warehouse & Distribution,Warehouse,,,,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
112,TF-FAC-003-WAR01,Warehouse A,Warehouse A at TechFlow Warehouse & Distribution,Building,111,Warehouse A,,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
113,TF-FAC-003-WAR01-GRO01,Warehouse A - Ground Floor,Ground Floor of Warehouse A,Floor,112,Warehouse A,Ground Floor,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
114,TF-FAC-003-WAR01-GRO01-ZON01,Warehouse A - Ground Floor - Zone A,Zone A in Ground Floor of Warehouse A,Room,113,Warehouse A,Ground Floor,Zone A,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
115,TF-FAC-003-WAR01-GRO01-ZON02,Warehouse A - Ground Floor - Zone B,Zone B in Ground Floor of Warehouse A,Room,113,Warehouse A,Ground Floor,Zone B,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
116,TF-FAC-003-WAR01-GRO01-ZON03,Warehouse A - Ground Floor - Zone C,Zone C in Ground Floor of Warehouse A,Room,113,Warehouse A,Ground Floor,Zone C,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
117,TF-FAC-003-WAR01-GRO01-ZON04,Warehouse A - Ground Floor - Zone D,Zone D in Ground Floor of Warehouse A,Room,113,Warehouse A,Ground Floor,Zone D,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
118,TF-FAC-003-WAR01-MEZ02,Warehouse A - Mezzanine,Mezzanine of Warehouse A,Floor,112,Warehouse A,Mezzanine,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
119,TF-FAC-003-WAR01-MEZ02-ZON01,Warehouse A - Mezzanine - Zone A,Zone A in Mezzanine of Warehouse A,Room,118,Warehouse A,Mezzanine,Zone A,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
120,TF-FAC-003-WAR01-MEZ02-ZON02,Warehouse A - Mezzanine - Zone B,Zone B in Mezzanine of Warehouse A,Room,118,Warehouse A,Mezzanine,Zone B,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
121,TF-FAC-003-WAR01-MEZ02-ZON03,Warehouse A - Mezzanine - Zone C,Zone C in Mezzanine of Warehouse A,Room,118,Warehouse A,Mezzanine,Zone C,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
122,TF-FAC-003-WAR01-MEZ02-ZON04,Warehouse A - Mezzanine - Zone D,Zone D in Mezzanine of Warehouse A,Room,118,Warehouse A,Mezzanine,Zone D,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
123,TF-FAC-003-WAR02,Warehouse B,Warehouse B at TechFlow Warehouse & Distribution,Building,111,Warehouse B,,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
124,TF-FAC-003-WAR02-GRO01,Warehouse B - Ground Floor,Ground Floor of Warehouse B,Floor,123,Warehouse B,Ground Floor,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
125,TF-FAC-003-WAR02-GRO01-ZON01,Warehouse B - Ground Floor - Zone A,Zone A in Ground Floor of Warehouse B,Room,124,Warehouse B,Ground Floor,Zone A,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
126,TF-FAC-003-WAR02-GRO01-ZON02,Warehouse B - Ground Floor - Zone B,Zone B in Ground Floor of Warehouse B,Room,124,Warehouse B,Ground Floor,Zone B,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
127,TF-FAC-003-WAR02-GRO01-ZON03,Warehouse B - Ground Floor - Zone C,Zone C in Ground Floor of Warehouse B,Room,124,Warehouse B,Ground Floor,Zone C,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
128,TF-FAC-003-WAR02-GRO01-ZON04,Warehouse B - Ground Floor - Zone D,Zone D in Ground Floor of Warehouse B,Room,124,Warehouse B,Ground Floor,Zone D,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
129,TF-FAC-003-WAR02-MEZ02,Warehouse B - Mezzanine,Mezzanine of Warehouse B,Floor,123,Warehouse B,Mezzanine,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
130,TF-FAC-003-WAR02-MEZ02-ZON01,Warehouse B - Mezzanine - Zone A,Zone A in Mezzanine of Warehouse B,Room,129,Warehouse B,Mezzanine,Zone A,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
131,TF-FAC-003-WAR02-MEZ02-ZON02,Warehouse B - Mezzanine - Zone B,Zone B in Mezzanine of Warehouse B,Room,129,Warehouse B,Mezzanine,Zone B,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
132,TF-FAC-003-WAR02-MEZ02-ZON03,Warehouse B - Mezzanine - Zone C,Zone C in Mezzanine of Warehouse B,Room,129,Warehouse B,Mezzanine,Zone C,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
133,TF-FAC-003-WAR02-MEZ02-ZON04,Warehouse B - Mezzanine - Zone D,Zone D in Mezzanine of Warehouse B,Room,129,Warehouse B,Mezzanine,Zone D,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
134,TF-FAC-003-REC03,Receiving,Receiving at TechFlow Warehouse & Distribution,Building,111,Receiving,,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
135,TF-FAC-003-REC03-FLO01,Receiving - Floor 1,Floor 1 of Receiving,Floor,134,Receiving,Floor 1,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
136,TF-FAC-003-REC03-FLO01-ROO01,Receiving - Floor 1 - Room 101,Room 101 in Floor 1 of Receiving,Room,135,Receiving,Floor 1,Room 101,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
137,TF-FAC-003-REC03-FLO01-ROO02,Receiving - Floor 1 - Room 102,Room 102 in Floor 1 of Receiving,Room,135,Receiving,Floor 1,Room 102,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
138,TF-FAC-003-REC03-FLO01-ROO03,Receiving - Floor 1 - Room 103,Room 103 in Floor 1 of Receiving,Room,135,Receiving,Floor 1,Room 103,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
139,TF-FAC-003-REC03-FLO01-CON04,Receiving - Floor 1 - Conference Room,Conference Room in Floor 1 of Receiving,Room,135,Receiving,Floor 1,Conference Room,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
140,TF-FAC-003-REC03-FLO01-BRE05,Receiving - Floor 1 - Break Room,Break Room in Floor 1 of Receiving,Room,135,Receiving,Floor 1,Break Room,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
141,TF-FAC-003-REC03-FLO02,Receiving - Floor 2,Floor 2 of Receiving,Floor,134,Receiving,Floor 2,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
142,TF-FAC-003-REC03-FLO02-ROO01,Receiving - Floor 2 - Room 101,Room 101 in Floor 2 of Receiving,Room,141,Receiving,Floor 2,Room 101,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
143,TF-FAC-003-REC03-FLO02-ROO02,Receiving - Floor 2 - Room 102,Room 102 in Floor 2 of Receiving,Room,141,Receiving,Floor 2,Room 102,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
144,TF-FAC-003-REC03-FLO02-ROO03,Receiving - Floor 2 - Room 103,Room 103 in Floor 2 of Receiving,Room,141,Receiving,Floor 2,Room 103,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
145,TF-FAC-003-REC03-FLO02-CON04,Receiving - Floor 2 - Conference Room,Conference Room in Floor 2 of Receiving,Room,141,Receiving,Floor 2,Conference Room,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
146,TF-FAC-003-REC03-FLO02-BRE05,Receiving - Floor 2 - Break Room,Break Room in Floor 2 of Receiving,Room,141,Receiving,Floor 2,Break Room,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
147,TF-FAC-003-SHI04,Shipping,Shipping at TechFlow Warehouse & Distribution,Building,111,Shipping,,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
148,TF-FAC-003-SHI04-FLO01,Shipping - Floor 1,Floor 1 of Shipping,Floor,147,Shipping,Floor 1,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
149,TF-FAC-003-SHI04-FLO01-ROO01,Shipping - Floor 1 - Room 101,Room 101 in Floor 1 of Shipping,Room,148,Shipping,Floor 1,Room 101,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
150,TF-FAC-003-SHI04-FLO01-ROO02,Shipping - Floor 1 - Room 102,Room 102 in Floor 1 of Shipping,Room,148,Shipping,Floor 1,Room 102,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
151,TF-FAC-003-SHI04-FLO01-ROO03,Shipping - Floor 1 - Room 103,Room 103 in Floor 1 of Shipping,Room,148,Shipping,Floor 1,Room 103,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
152,TF-FAC-003-SHI04-FLO01-CON04,Shipping - Floor 1 - Conference Room,Conference Room in Floor 1 of Shipping,Room,148,Shipping,Floor 1,Conference Room,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
153,TF-FAC-003-SHI04-FLO01-BRE05,Shipping - Floor 1 - Break Room,Break Room in Floor 1 of Shipping,Room,148,Shipping,Floor 1,Break Room,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
154,TF-FAC-003-SHI04-FLO02,Shipping - Floor 2,Floor 2 of Shipping,Floor,147,Shipping,Floor 2,,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
155,TF-FAC-003-SHI04-FLO02-ROO01,Shipping - Floor 2 - Room 101,Room 101 in Floor 2 of Shipping,Room,154,Shipping,Floor 2,Room 101,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
156,TF-FAC-003-SHI04-FLO02-ROO02,Shipping - Floor 2 - Room 102,Room 102 in Floor 2 of Shipping,Room,154,Shipping,Floor 2,Room 102,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
157,TF-FAC-003-SHI04-FLO02-ROO03,Shipping - Floor 2 - Room 103,Room 103 in Floor 2 of Shipping,Room,154,Shipping,Floor 2,Room 103,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
158,TF-FAC-003-SHI04-FLO02-CON04,Shipping - Floor 2 - Conference Room,Conference Room in Floor 2 of Shipping,Room,154,Shipping,Floor 2,Conference Room,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
159,TF-FAC-003-SHI04-FLO02-BRE05,Shipping - Floor 2 - Break Room,Break Room in Floor 2 of Shipping,Room,154,Shipping,Floor 2,Break Room,"5500 Distribution Way, Austin, TX 78719",Austin,TX,78719,USA,,,,,,America/Chicago,2025-09-28 18:38:15
